"avalanche.id","date","date.quality","hydrological.year","canton","local.name","start.zone.coordinates.x","start.zone.coordinates.y","coordinates.quality","start.zone.elevation","start.zone.slope.aspect","start.zone.inclination","forecasted.dangerlevel","number.dead","number.caught","number.fully.buried","activity"
22011,2007-03-12,0,"2006/07","VS","Stockhorn / Triftji / verlorenes Tal",630120,94500,25,2740,"NW",30,2,1,1,1,"tour"
22020,2007-03-24,0,"2006/07","VS","Mont Bonvin / Plaine Morte / Skigebiet Montana",606150,135090,25,2460,"E",35,3,1,4,1,"offpiste"
22021,2007-03-25,0,"2006/07","OW","Galtiberg / Titlis",675645,181984,25,2500,"NW",NA,3,1,1,1,"offpiste"
22023,2007-03-25,0,"2006/07","GR","Chilbiritzenspitz / Grialetschütte",792475,176145,25,2620,"N",38,2,1,1,1,"tour"
22043,2007-07-12,0,"2006/07","BE","Jungfrau / Rottalsattel",640275,153890,25,4000,"SE",NA,NA,6,14,0,"tour"
22214,2007-12-04,0,"2007/08","FR","Tsermon",577170,154560,25,1970,"N",NA,3,1,1,1,"tour"
22219,2008-01-03,0,"2007/08","BE","Ammertentäli / Ammerten Schafberg",606375,141060,25,2200,"NNE",40,2,1,1,1,"tour"
22239,2008-01-13,0,"2007/08","GR","Diavolezza - Persgletscher",794190,142870,25,2830,"SW",34,4,1,1,1,"tour"
22242,2008-01-13,0,"2007/08","GR","Schwarzhorn / Skigebiet Parsenn",780920,191190,25,2480,"WNW",38,3,1,3,2,"offpiste"
22257,2008-01-15,0,"2007/08","VS","Mittelritz / Hohtälli / Ritzengrat ",626600,94370,100,2520,"NE",41,3,1,1,1,"offpiste"
22266,2008-01-19,0,"2007/08","VS","Tufterchumme / Skigebiet “Rothorn paradise”",628010,98440,25,3100,"SW",40,3,1,3,1,"transportation.corridor"
22308,2008-03-18,0,"2007/08","GR","Piz Bleis Marscha",774890,160150,25,3110,"ENE",NA,2,1,1,1,"tour"
22344,2008-04-16,0,"2007/08","GR","Piz Paradisin",805530,144950,25,3060,"SW",35,2,1,4,2,"tour"
22345,2008-04-19,0,"2007/08","VS","Couloir des Doigts / Dents-du-Midi",560220,112400,100,2950,"NW",52,2,1,3,0,"tour"
22356,2008-05-03,0,"2007/08","AI","Wildkirchli / Alp Obere Bommern",749451,239216,25,1450,"E",NA,2,1,1,0,"tour"
22361,2008-05-06,0,"2007/08","UR","Windeggen-Tunnel / Klausenpassstrasse",703780,192135,25,1590,"S",44,1,1,2,0,"transportation.corridor"
22505,2008-11-26,0,"2008/09","VD","Les Diablerets",583080,131400,100,2780,"WNW",38,2,1,1,1,"offpiste"
22511,2008-12-08,0,"2008/09","VS","Mont Fort / Lac du Grand Désert",591787,103949,25,2743,"NE",38,3,1,3,1,"offpiste"
22520,2008-12-14,0,"2008/09","AI","Alp Sigel",752170,238140,25,1570,"SE",32,3,1,2,0,"tour"
22522,2008-12-14,0,"2008/09","VS","Les Charcotins / Pointe Ronde/ Secteur des Barres “Les Charcotins”",567450,98575,250,2200,"SW",37,3,1,3,1,"tour"
22527,2008-12-21,0,"2008/09","VS","Illhorn",612982,123058,25,2447,"W",43,3,1,2,1,"offpiste"
22538,2008-12-23,0,"2008/09","GR","Parpaner Rothorn",765450,179050,25,2840,"S",43,3,1,1,1,"offpiste"
22543,2009-01-20,0,"2008/09","VS","Schwarzsee / Inneri Wälder",621720,94300,25,2250,"NE",39,3,1,3,1,"offpiste"
22554,2009-01-25,0,"2008/09","VS","Verbier / Mont-Fort / Lac du Grand Désert",591640,104090,25,2780,"NE",38,3,1,2,1,"offpiste"
22558,2009-01-25,0,"2008/09","BE","Mägisalp / Läuber",662980,177600,25,2200,"N",40,3,1,2,1,"offpiste"
22576,2009-02-11,0,"2008/09","VS","Lac de Cleuson",591320,106541,25,2240,"W",33,3,3,4,4,"tour"
22584,2009-02-15,0,"2008/09","GR","Schlappiner Spitz",788650,199800,25,2380,"W",41,3,2,3,3,"tour"
22588,2009-02-16,0,"2008/09","GR","Pischa / Pischaboden",788510,187940,25,2380,"NNE",45,3,1,1,1,"offpiste"
22604,2009-02-28,1,"2008/09","SG","Rüthi / Plona / Chelen",756820,239460,25,725,"SE",NA,3,1,1,1,"tour"
22625,2009-03-07,0,"2008/09","LU","Heiligkreuz / First",646800,199025,25,1455,"NW",37,3,1,1,1,"offpiste"
22631,2009-03-11,0,"2008/09","LU","Napf",638105,206090,25,1400,"N",NA,3,1,1,1,"tour"
22635,2009-03-14,0,"2008/09","VS","Mont Noble / Tour de Bonvin",604250,117800,25,2300,"NE",39,3,1,1,1,"tour"
22636,2009-03-14,0,"2008/09","SG","Glattchamm",735120,224160,100,1680,"NW",NA,3,1,1,1,"tour"
22637,2009-03-20,0,"2008/09","VS","Petit Combin / Boveire",584980,92300,25,2690,"NW",35,2,1,1,1,"offpiste"
22641,2009-04-01,0,"2008/09","GR","Piz Munschuns / Pasterblaunas",823950,206670,25,2440,"N",39,2,1,1,1,"offpiste"
22642,2009-04-01,0,"2008/09","BE","Inner Ueschine / Uf de Wenge / Balme",614400,146250,500,1900,"ESE",45,2,1,2,1,"tour"
22663,2009-04-27,0,"2008/09","VS","Petite Pointe d’Orny / Col des Ecandies",568740,95000,25,3000,"NW",41,2,1,7,3,"tour"
22665,2009-05-25,0,"2008/09","VS","Fallgletscher",634750,106440,25,3270,"S",33,NA,1,1,0,"tour"
22668,2009-06-13,0,"2008/09","GR","Piz Palü",794570,139460,25,3770,"SE",45,NA,3,3,0,"tour"
22804,2009-12-21,0,"2009/10","VS","Combe des Jeurs / Tête de Balme",563332,98213,25,2150,"N",45,3,1,2,1,"offpiste"
22833,2010-01-03,0,"2009/10","VS","Tête de la Payanne",581570,97700,25,2380,"ESE",48,3,1,2,1,"tour"
22835,2010-01-03,0,"2009/10","BE","Bodezehore",607710,152840,25,2320,"NW",39,2,7,12,12,"tour"
22848,2010-01-31,0,"2009/10","SG","Flügespitz",733940,224340,25,1680,"NE",NA,3,1,1,1,"tour"
22852,2010-01-31,0,"2009/10","VS","L’Abondance / Roc d’Orzival",607530,115830,25,2740,"SE",NA,3,1,1,1,"offpiste"
22853,2010-01-31,0,"2009/10","BE","Geils / Skigebiet Adelboden",605115,144510,25,1810,"NW",NA,3,1,1,1,"offpiste"
22858,2010-02-04,0,"2009/10","BE","Gälbe Schopf / Lobhornhütte",632580,162150,25,2170,"N",45,3,1,1,1,"tour"
22870,2010-02-07,0,"2009/10","GR","Mattjisch Horn",774100,191360,25,2390,"WSW",39,3,1,2,1,"tour"
22883,2010-02-14,0,"2009/10","GR","Fuorcla Grevasalvas",774520,145520,25,2640,"S",33,2,1,2,2,"tour"
22891,2010-02-20,0,"2009/10","BE","Nideri Sulegg",630900,162750,25,2100,"WNW",40,2,1,1,1,"tour"
22893,2010-02-20,0,"2009/10","UR","Stelliboden - Muttenreuss",679350,157080,25,2170,"NW",48,3,1,1,1,"tour"
22894,2010-02-20,0,"2009/10","GR","Tomülpass",738644,164009,25,2364,"ESE",NA,3,2,9,4,"tour"
22895,2010-02-21,0,"2009/10","GR","Cna Lischana CAS",821220,183750,25,2470,"WNW",37,3,1,1,1,"tour"
22902,2010-02-25,0,"2009/10","GR","Täli / Pürd",760950,148860,25,2360,"NW",31,3,1,1,1,"tour"
22908,2010-02-27,0,"2009/10","VS","Forêt du Vernay / Bruson",582480,100040,25,1625,"NE",40,3,1,1,1,"offpiste"
22909,2010-02-28,0,"2009/10","GR","Wangegg / Sapün",776517,186500,25,2225,"NNE",44,3,1,1,1,"tour"
22910,2010-02-26,0,"2009/10","VS","Augstbordhorn",628130,120280,25,2810,"NNE",NA,3,1,1,1,"tour"
22946,2010-04-03,0,"2009/10","GR","Piz Kesch",786460,166240,25,3350,"E",NA,3,1,2,0,"tour"
22954,2010-04-05,0,"2009/10","TI","Monte Bar",722440,107660,25,1610,"SSE",NA,3,1,1,1,"tour"
22961,2010-04-07,0,"2009/10","VS","Col des Arpettes",617800,111700,25,2950,"NW",36,2,1,2,1,"tour"
22965,2010-04-18,0,"2009/10","VS","Schwärze / Gornergletscher",627300,89750,100,2780,"NNE",35,1,1,2,1,"offpiste"
22977,2010-06-06,0,"2009/10","BE","Fründenhütte",623340,148125,25,2520,"N",35,NA,1,3,0,"tour"
23016,2010-12-19,0,"2010/11","UR","Grundplanggen / Brunni",700100,187540,250,1700,"E",40,3,1,1,1,"tour"
23023,2010-12-27,0,"2010/11","UR","Vordere Felli / Oberalp",692750,168780,25,2280,"SE",39,3,1,1,1,"tour"
23034,2011-01-16,0,"2010/11","GL","Gross Chärpf",726050,197475,100,2750,"SW",39,2,1,3,1,"tour"
23038,2011-01-31,0,"2010/11","BE","Vordere Loner",612270,145420,250,2870,"SW",40,2,2,2,2,"tour"
23043,2011-02-05,0,"2010/11","UR","Ängi / Waldnacht",686310,187310,25,1680,"NNE",37,2,1,1,1,"tour"
23054,2011-03-01,0,"2010/11","BE","Stiereberg / Mittaghore",587110,134900,100,2080,"NE",42,3,1,3,2,"offpiste"
23055,2011-03-01,0,"2010/11","VS","Mont Bonvin",605470,134550,100,2925,"NE",43,3,1,1,0,"offpiste"
23074,2011-03-12,0,"2010/11","VS","Triftji / Stockhorn",630165,94580,25,2740,"WNW",31,2,2,3,3,"tour"
23075,2011-03-13,0,"2010/11","VS","Bourg St Bernard",581700,82940,100,2120,"NE",38,3,2,2,2,"tour"
23076,2011-03-10,0,"2010/11","BE","Nideri Sulegg",631125,162735,25,2270,"NW",40,2,1,1,1,"tour"
23078,2011-03-20,0,"2010/11","BE","Widderfeld / First",646651,169102,100,2430,"SW",40,3,1,1,1,"offpiste"
23090,2011-03-19,0,"2010/11","GR","Gorigrat / Jörihorn",792110,184860,25,2770,"W",39,3,3,4,4,"tour"
23113,2011-03-26,0,"2010/11","VS","Tsandéserte / Valsorey",583450,86631,100,2190,"NE",36,3,5,10,9,"tour"
23115,2011-04-01,0,"2010/11","VS","Crête de Barneuza",616268,113657,100,2820,"NW",37,2,3,7,4,"tour"
23116,2011-03-20,0,"2010/11","VS","Monte Rosahütte",628880,90093,25,2630,"WNW",37,3,1,2,1,"tour"
23200,2011-12-07,0,"2011/12","VS","Felskinn / Skigebiet Saas Fee",636700,101570,250,3100,"N",NA,NA,1,2,2,"transportation.corridor"
23202,2011-12-11,0,"2011/12","VS","Monte Moro",640695,94350,25,2970,"NE",NA,3,1,2,1,"tour"
23206,2011-12-20,2,"2011/12","VS","Planuit / Buitonne",574750,112500,1000,2000,"SE",NA,NA,1,1,1,"transportation.corridor"
23213,2011-12-23,0,"2011/12","GR","Piz Picuogl / Val Bever / Chamanna Jenatsch",774959,155358,25,2690,"NE",43,3,1,1,1,"tour"
23223,2011-12-29,0,"2011/12","GR","Piz Glüna / Piz Corviglia / Chüdera",780130,155335,25,2995,"E",38,3,1,2,1,"tour"
23231,2012-01-03,0,"2011/12","GR","Juferhorn / Mugmolbach",764540,143425,100,2820,"NE",41,3,2,4,3,"tour"
23270,2012-01-27,0,"2011/12","UR","Felsental",688080,164000,25,1800,"NW",45,2,1,1,1,"offpiste"
23286,2012-02-08,0,"2011/12","NW","Pilatus",661820,203600,25,1940,"NW",37,2,1,1,1,"tour"
23287,2012-02-09,0,"2011/12","GR","Chüpfenflue / Tritt",777427,185707,25,2300,"NNE",NA,3,1,1,0,"tour"
23288,2012-02-10,0,"2011/12","VS","Sidelhorn",667364,155881,25,2530,"SE",37,3,1,2,1,"tour"
23293,2012-02-12,0,"2011/12","GR","Haldensteiner Calanda / Calandasiten",755024,195393,25,2499,"E",42,3,1,1,0,"tour"
23302,2012-02-17,0,"2011/12","GR","Weissfluhjoch / Meierhofer Tälli",781585,189235,25,2480,"NE",45,3,1,1,1,"offpiste"
23321,2012-02-24,0,"2011/12","NW","Stanserhorn / Grosslangzug",669890,198880,25,1340,"N",35,2,1,1,1,"transportation.corridor"
23359,2012-04-17,0,"2011/12","VS","Col de Vijivi",617077,115930,25,2900,"NW",44,2,1,2,1,"tour"
23364,2012-04-23,0,"2011/12","FR","Schafarnisch",594610,167140,25,2100,"NNW",NA,2,1,2,0,"tour"
23365,2012-04-09,0,"2011/12","VS","Mont Vélan / couloir Hannibal",584959,82509,25,3500,"WSW",43,3,1,1,0,"tour"
23366,2012-04-17,0,"2011/12","GR","Piz Linard",800875,186336,25,3305,"S",NA,2,1,3,1,"tour"
23367,2012-04-25,0,"2011/12","VS","Col des Gentianes / Louettes Econdoue",589446,104771,25,2800,"N",NA,3,1,1,1,"offpiste"
23600,2012-11-12,0,"2012/13","GR","Diavolezza / oberhalb Lej da Diavolezza",794694,143846,100,2740,"N",NA,NA,1,1,1,"offpiste"
23601,2012-10-27,0,"2012/13","GR","Piz Bernina / La Spedla",789985,139516,250,3950,"NE",NA,NA,1,1,1,"tour"
23624,2012-12-23,0,"2012/13","SG","Gamidaurspitz",748903,207068,25,2260,"NNE",43,4,1,1,1,"tour"
23658,2013-01-19,0,"2012/13","BE","Ärmighore",621030,154435,100,2690,"W",38,2,1,2,1,"tour"
23664,2012-12-19,0,"2012/13","VS","Les Lués Rares",588490,105960,25,2525,"NE",NA,3,1,4,1,"offpiste"
23666,2013-01-29,0,"2012/13","FR","Teysachaux / Tremetta",566100,153950,500,1750,NA,NA,3,1,1,1,"tour"
23669,2013-01-24,0,"2012/13","GR","Piz Mosch / Val digl Guert",767300,175425,100,2250,"E",41,2,1,1,1,"tour"
23671,2013-02-03,0,"2012/13","VS","Bella Tola / Rothorn",615980,121090,25,2890,"SW",42,3,1,1,1,"tour"
23680,2013-03-29,0,"2012/13","GR","Val da Camp / Val Viola",807990,142376,25,2370,"W",39,2,2,5,4,"tour"
23687,2013-02-12,0,"2012/13","VS","Corne de Sorebois",611100,111100,250,2600,"W",NA,2,1,1,1,"offpiste"
23688,2013-02-13,0,"2012/13","VS","Plan du Fou / Prafleuri",588460,109100,25,2470,"W",42,2,1,1,0,"offpiste"
23689,2013-02-13,0,"2012/13","VS","Bec des Etagnes",590428,104192,25,3150,"SSW",NA,2,2,6,4,"offpiste"
23697,2013-02-16,0,"2012/13","VS","Grands Plans",574060,96800,25,2160,"NNE",45,2,1,1,1,"tour"
23698,2013-02-16,0,"2012/13","VS","Le Touno",616160,116790,100,2720,"S",50,2,1,2,2,"tour"
23718,2013-03-04,0,"2012/13","GR","Tschamut",696200,167800,25,1890,"SE",38,2,1,1,1,"tour"
23743,2013-03-19,0,"2012/13","VS","La Grand Jeur / Tête Balme",563222,98539,25,2065,"N",44,3,1,1,1,"offpiste"
23744,2013-04-12,0,"2012/13","VS","Grünhornlücke",649200,151700,25,3320,"S",37,3,1,13,7,"tour"
23745,2013-04-13,0,"2012/13","VS","Matterhorn",618131,92229,25,3380,"SE",NA,2,1,3,0,"tour"
23746,2013-04-14,0,"2012/13","VS","Trugberg",644460,154510,25,3730,"S",42,3,1,2,1,"tour"
23747,2013-03-21,0,"2012/13","GR","Piz Gendusas / Val Strem",702080,175080,25,2820,"SSE",42,2,1,5,2,"offpiste"
23805,2013-12-26,0,"2013/14","UR","Witenwasserental / Schweig",680880,159030,25,1720,"N",25,4,1,1,1,"tour"
23831,2014-03-17,0,"2013/14","VS","Unter Äschjoch",621234,100900,25,3570,"NE",NA,1,2,3,2,"offpiste"
23835,2014-02-09,0,"2013/14","VS","Pointe Ronde / Luy / La Giète",568490,99600,25,2330,"NNE",43,3,1,6,2,"tour"
23836,2014-02-17,0,"2013/14","VS","L’Arpette",590373,106777,25,2210,"NE",41,3,1,1,1,"offpiste"
23842,2014-02-18,0,"2013/14","VS","Arête de Sorebois / Combe Durant",611792,109503,25,2785,"NNE",NA,3,1,1,1,"offpiste"
23843,2014-01-05,0,"2013/14","VS","Pointe de Masserey",604100,115000,100,2680,"WNW",43,3,4,6,4,"tour"
23844,2014-01-05,0,"2013/14","VS","Forêt du Ban / Tracouet",587572,112484,25,2025,"NNW",41,3,1,1,0,"offpiste"
23848,2013-12-27,0,"2013/14","GR","Piz Nair",780320,153210,25,3010,"SE",40,3,1,1,1,"offpiste"
23851,2013-12-29,0,"2013/14","VS","La Dotse / Cretté Létemaire",573664,84137,25,2072,"NE",40,3,1,1,1,"tour"
23852,2013-12-29,0,"2013/14","VD","Bas Crots",579700,125900,100,2050,"NNW",37,3,1,1,1,"tour"
23853,2013-12-30,0,"2013/14","VS","Serre de Vuibé",603574,94403,25,2390,"NNE",NA,3,1,1,1,"tour"
23854,2013-12-30,0,"2013/14","VS","Aiguilles d’Arpette / Val d’Arpette",572320,95559,100,2640,"N",43,3,1,1,1,"tour"
23855,2013-12-30,0,"2013/14","GR","Affereidgufer / Büelenhorn",778034,172726,25,2590,"ENE",42,3,1,2,1,"tour"
23866,2014-07-19,0,"2013/14","VS","Pointes de Mourti",611330,102467,100,3460,"N",48,NA,2,6,4,"tour"
23867,2014-07-19,0,"2013/14","VS","Zinalrothorn",619865,100645,25,3760,"S",36,NA,2,2,1,"tour"
23868,2014-08-04,0,"2013/14","VS","Pointe de Zinal",615001,96954,25,3690,"S",NA,NA,1,1,0,"tour"
24004,2014-11-20,0,"2014/15","NW","Oberbauenstock",684266,198406,25,1850,"NW",NA,NA,1,1,0,"tour"
24006,2014-12-08,0,"2014/15","VS","Böshorn / Rauthorn",642750,116430,25,3170,"SE",41,2,1,4,0,"tour"
24014,2014-12-20,0,"2014/15","SG","Pizol",748276,202734,25,2820,"E",NA,3,1,1,1,"tour"
24036,2015-01-04,0,"2014/15","GR","Heidelbergerspitze",813430,199240,250,2730,"ESE",40,3,1,2,2,"tour"
24037,2015-01-04,0,"2014/15","VS","Le Rotsé",613725,120985,25,2513,"NW",NA,3,1,1,1,"offpiste"
24040,2015-01-06,0,"2014/15","GR","Piz d’Agnel",774050,153500,25,3050,"S",36,3,1,1,1,"tour"
24054,2015-01-18,0,"2014/15","GR","Piz Nair",780400,153175,25,2950,"SE",37,3,1,3,2,"offpiste"
24063,2015-01-29,0,"2014/15","SG","Gulme, Vorder Höhi",733105,225687,25,1550,"SE",NA,3,1,1,1,"tour"
24064,2015-01-29,0,"2014/15","VS","Col des Mines",586075,106360,25,2380,"N",NA,3,1,5,1,"offpiste"
24065,2015-01-30,0,"2014/15","BE","Hahnenmoospass",604732,144872,25,1875,"E",30,3,1,1,1,"offpiste"
24068,2015-01-31,0,"2014/15","GR","Vilan",764710,209140,25,2340,"E",38,3,5,8,7,"tour"
24069,2015-01-31,0,"2014/15","SG","Hinderrugg",741408,224215,25,2250,"W",NA,3,1,1,0,"offpiste"
24070,2015-01-31,0,"2014/15","BE","Rägeboldshore, I de Hellere",605567,143973,25,1980,"NW",38,3,1,1,1,"offpiste"
24072,2015-01-31,0,"2014/15","BE","Chlys Schilthoren, Tistelwang",631452,156214,25,2380,"E",NA,3,1,1,1,"offpiste"
24083,2015-02-02,0,"2014/15","GR","Piz las Palas / Val Segnas",703820,172900,25,1970,"NE",NA,3,1,1,1,"offpiste"
24093,2015-02-08,0,"2014/15","VS","Gspon, Breiti",636815,119280,25,2320,"N",NA,3,1,1,1,"tour"
24096,2015-02-10,0,"2014/15","GR","Piz Daint",817368,167506,25,2590,"SW",33,3,1,1,1,"tour"
24107,2015-02-21,0,"2014/15","VS","Combe des Morts",579580,79582,250,2500,"N",NA,2,4,5,4,"tour"
24121,2015-03-03,0,"2014/15","GR","Piz Munschuns",823610,206380,100,2550,"N",38,3,1,1,1,"offpiste"
24126,2015-04-04,0,"2014/15","GR","Brämabüel",783880,184490,100,2260,"NE",42,3,1,1,1,"offpiste"
24151,2015-03-27,0,"2014/15","VS","Petit Col de Charmotane",602523,92680,25,3180,"SE",NA,2,1,6,2,"tour"
24153,2015-03-28,0,"2014/15","UR","Chli Griessenhorn",680275,175850,25,2340,"NE",40,2,1,2,2,"tour"
24156,2015-03-28,0,"2014/15","VS","Mont Vélan, couloir Hannibal",584900,82450,250,3500,"W",NA,2,1,1,0,"tour"
24180,2015-04-12,0,"2014/15","VS","Pointes des Tsavolires",605500,112390,25,2980,"N",38,2,2,4,4,"tour"
24185,2015-05-06,0,"2014/15","GR","Piz Stgir / Alp Diesrut",721530,165830,25,2630,"NE",45,NA,1,1,1,"tour"
24201,2015-10-24,0,"2015/16","GR","Piz Palü / Vadret da Palü",794532,139453,25,3782,"ESE",42,NA,1,1,0,"tour"
24219,2016-01-09,0,"2015/16","VS","Bodmertälli / Mäderhorn",647980,123600,25,2543,"NW",41,3,2,3,3,"tour"
24229,2016-01-16,0,"2015/16","VS","Combe de Saxon",582670,108265,25,2250,"N",48,3,2,4,1,"offpiste"
24236,2016-01-24,0,"2015/16","BE","Latrejespitz",625290,160575,25,2400,"NW",50,2,1,3,1,"tour"
24240,2016-01-30,0,"2015/16","GR","Büelenhorn / Monstein",777980,171790,25,2770,"NE",36,3,1,3,1,"tour"
24256,2016-02-21,0,"2015/16","VS","Allalin / Hohlaubgletscher",638250,100620,25,2860,"ESE",NA,2,1,6,1,"offpiste"
24280,2016-02-27,0,"2015/16","SZ","Blüemberg",698050,200300,25,1680,"NNW",NA,3,1,1,0,"tour"
24301,2016-03-05,0,"2015/16","GR","Safien / Z’hinderst / Höllgraben",742770,163910,100,2660,"SW",NA,3,2,2,2,"tour"
24319,2016-03-26,0,"2015/16","BE","Iffigenalp / Mittaghore",600590,138090,25,1940,"NNW",44,1,1,1,0,"tour"
24322,2016-03-27,0,"2015/16","VS","Sulzlicke / Lengtal",669160,145896,25,2440,"NNE",38,2,1,1,1,"tour"
24326,2016-03-28,0,"2015/16","GL","Gulderstock",733710,206730,25,2150,"NNW",37,2,1,2,1,"tour"
24330,2016-04-03,0,"2015/16","GR","Aroser Alp / Verborgnen Weng",767520,181220,25,2280,"ENE",33,3,1,1,1,"offpiste"
24337,2016-04-17,0,"2015/16","VS","Galmilicke",657295,151555,25,3340,"NNW",NA,2,1,6,3,"tour"
24339,2016-04-19,0,"2015/16","VS","Le Portalet",570830,93228,25,3100,"NNE",NA,3,1,2,1,"offpiste"
24346,2016-04-29,0,"2015/16","VS","Sattelhorn",640290,146390,25,3680,"SW",50,2,1,2,1,"tour"
24349,2016-05-05,0,"2015/16","GR","Surenjoch / Piz Sardona",737700,197340,25,2900,"ESE",44,NA,1,1,1,"tour"
24358,2016-04-20,0,"2015/16","GR","Piz Fora",781510,135430,250,2810,"NE",NA,3,1,1,1,"tour"
24359,2016-07-04,0,"2015/16","VS","Bietschhorn",631760,138570,25,3440,"E",NA,NA,1,2,0,"tour"
24409,2017-01-06,0,"2016/17","VS","Tita Sèri",573863,116403,25,2508,"ENE",43,3,1,1,1,"tour"
24410,2017-01-07,0,"2016/17","UR","Gemsstock/ Luterseeli",690040,163230,25,2460,"NW",43,3,1,5,1,"offpiste"
24420,2017-01-21,0,"2016/17","SZ","Forstberg",705470,206550,25,2130,"N",42,2,1,1,1,"tour"
24441,2017-02-04,0,"2016/17","VS","Furggulti / Obere Stafel",659215,132590,25,2300,"S",NA,3,1,3,1,"tour"
24444,2017-02-05,0,"2016/17","VS","Hohture / Wasenalp",648425,126035,25,2205,"NNE",49,3,1,1,0,"tour"
24463,2017-02-22,0,"2016/17","VS","Balmhorn",619340,141420,25,3590,"S",NA,2,1,1,1,"tour"
24467,2017-03-02,0,"2016/17","GR","Piz Sezner",727276,174415,25,2273,"N",33,3,1,2,1,"offpiste"
24549,2017-09-21,0,"2016/17","BE","Eiger / Eismeer",643690,157980,100,3390,"E",NA,NA,1,2,0,"tour"
24600,2017-11-14,0,"2017/18","OW","Laub / Titlis",674790,182555,25,2350,"NW",43,NA,1,1,1,"offpiste"
24604,2017-12-10,0,"2017/18","VS","Ovronnaz / Combe des Genevois",577460,117075,25,1775,"NNE",44,NA,1,1,1,"offpiste"
24619,2017-12-23,0,"2017/18","GR","Glattwang",773390,194775,25,2315,"NW",47,NA,1,1,1,"tour"
24620,2017-12-25,0,"2017/18","VS","Hofathorn",638645,135880,25,2795,"E",41,NA,1,1,1,"tour"
24621,2017-12-23,0,"2017/18","VS","Meidspitz",617100,119580,25,2890,"SW",43,NA,1,3,2,"tour"
24626,2017-12-31,0,"2017/18","GR","Oberalppass / Pazolastock",694330,167180,25,2330,"E",45,NA,1,2,1,"tour"
24628,2017-12-31,0,"2017/18","BE","Hohtürli",625050,151380,25,2650,"SW",38,NA,1,2,1,"tour"
24651,2018-01-18,0,"2017/18","VS","Ovronnaz / Saille",577335,117450,25,1760,"ENE",41,NA,1,2,2,"offpiste"
24652,2018-01-19,0,"2017/18","BE","Obersimmental / Gumenihubel",594765,147760,25,1748,"N",NA,NA,2,2,2,"tour"
24714,2018-02-17,0,"2017/18","GR","Val Fenga / Fuorcla Larain",814100,199850,25,2400,"ENE",37,NA,1,1,1,"tour"
24715,2018-02-24,0,"2017/18","BE","Gältehore",592040,133600,25,2525,"N",33,NA,1,1,1,"tour"
24716,2018-02-24,0,"2017/18","VS","Couloir de la Tsa",606550,96870,25,3500,"W",NA,NA,1,4,2,"tour"
24727,2018-03-01,0,"2017/18","VS","La Fouly / La deuxième Lui",574975,86300,25,2290,"NW",37,NA,2,2,2,"tour"
24728,2018-03-04,0,"2017/18","VS","March/Violenhorn",627320,121490,25,2790,"NNE",40,NA,1,1,1,"tour"
24748,2018-06-10,0,"2017/18","VS","Lenzspitze",633330,106015,25,4220,"NE",54,NA,1,1,1,"tour"
24753,2018-03-08,0,"2017/18","VS","Torgon / La Jorette",555180,128410,25,1570,"NNE",35,NA,1,1,1,"tour"
24769,2018-03-16,0,"2017/18","VS","Vallon d’Arbi",586810,107635,25,2285,"WSW",35,NA,4,6,5,"offpiste"
24806,2018-03-31,0,"2017/18","VS","Fiescheralp / Talegga",651240,142060,25,2505,"NNW",NA,NA,3,5,5,"tour"
24830,2018-03-24,0,"2017/18","VS","Zmuttweg ",622055,95760,25,2360,"SE",33,NA,1,1,1,"transportation.corridor"
24860,2018-04-30,0,"2017/18","VS","Feejoch",634670,99840,25,3670,"NNE",NA,NA,1,2,1,"tour"
